S/N,review_text,category
13984,"When you request for package delivery, you have to close and launch the app again to be able to see the details of the request. Please check on that",delivery_shipping
13985,I don't think people are aware that Temu is way overcharging above the cost of the items that we are purchasing After we select the first item the overcharging begins.,billing
13986,more than once I have received orders replaced with non consequential items. I have decided not to avail any of your products. will remove you from apps.,product_defect
13987,nice items,general_inquiry
13988,"SHEIN is really wonderful, but unfortunately, you do not deliver to Iraq. Please provide shipping/delivery to Iraq. Thank you, SHEIN!",delivery_shipping
13989,when it rains is too costy and also the app needs update to fix it lagging,billing
13990,I think there should be option to cancel item order by customer,general_inquiry
13991,Delivery guys NEVER find home. Always have to call and ask directions. Delivery guys on other apps never have issues. Just here.,delivery_shipping
13992,Thumbs up Kilimall I received my goods as I ordered and at expected time,general_inquiry
13993,"Please I have a complain, I ordered for food and I've not gotten it and they have been shifting the time",delivery_shipping
13994,Use Wolt instead. Customer support is pretty bad and there are always issues with the couriers for some reason. Also the delivery time in my experience is much slower compared to Wolt.,delivery_shipping
